Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
422,AJ Dillon,GNB,22,RB,11,0,2,2,100.0%,21,10.5,0,1,100.0,16,10.5,0.2,1.9,0
423,Darrynton Evans,TEN,22,RB,5,0,4,2,50.0%,27,13.5,1,2,50.0,24,6.8,0.4,5.4,0
424,Robert Foster,WAS,26,WR,4,2,6,2,33.3%,37,18.5,0,2,33.3,28,6.2,0.5,9.3,0
425,Daurice Fountain,IND,25,WR,5,0,3,2,66.7%,23,11.5,0,2,66.7,12,7.7,0.4,4.6,0
426,Bennie Fowler,NOR,29,WR,5,0,6,2,33.3%,11,5.5,0,1,16.7,7,1.8,0.4,2.2,0
427,Reggie Gilliam,BUF,23,FB,14,0,2,2,100.0%,16,8.0,1,2,100.0,15,8.0,0.1,1.1,0
428,Andy Janovich,CLE,27,RB,14,3,5,2,40.0%,13,6.5,0,1,20.0,13,2.6,0.1,0.9,0
429,Lamar Miller,CHI,29,RB,1,0,2,2,100.0%,6,3.0,0,1,50.0,7,3.0,2.0,6.0,0
430,Cam Newton,NWE,31,QB,15,15,2,2,100.0%,35,17.5,1,2,100.0,19,17.5,0.1,2.3,6
431,Colby Parkinson,SEA,21,TE,6,0,2,2,100.0%,16,8.0,0,2,100.0,10,8.0,0.3,2.7,0
432,Elijhaa Penny,NYG,27,RB,14,0,3,2,66.7%,20,10.0,0,1,66.7,11,6.7,0.1,1.4,0
433,John Ross,CIN,25,WR,3,1,7,2,28.6%,17,8.5,0,1,14.3,15,2.4,0.7,5.7,0
434,Isaiah Zuber,NWE,23,WR,4,0,2,2,100.0%,29,14.5,0,1,50.0,16,14.5,0.5,7.3,0
435,Josh Allen*,BUF,24,QB,16,16,1,1,100.0%,12,12.0,1,1,100.0,12,12.0,0.1,0.8,9
436,Marcus Baugh,WAS,26,TE,8,1,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,0.1,0.3,0
437,LeVante Bellamy,DEN,24,RB,5,0,1,1,100.0%,5,5.0,0,0,100.0,5,5.0,0.2,1.0,0
438,Nick Bellore*,SEA,31,LB,16,0,1,1,100.0%,9,9.0,0,1,100.0,9,9.0,0.1,0.6,0
439,Hunter Bryant,DET,22,TE,5,0,3,1,33.3%,44,44.0,0,1,33.3,44,14.7,0.2,8.8,0
440,Stephen Carlson,CLE,24,TE,16,2,2,1,50.0%,11,11.0,0,1,50.0,11,5.5,0.1,0.7,0
441,Derek Carrier,LVR,30,TE,16,0,1,1,100.0%,14,14.0,0,1,100.0,14,14.0,0.1,0.9,0
442,DeAndre Carter,2TM,27,WR,13,0,2,1,50.0%,8,8.0,0,0,50.0,8,4.0,0.1,0.6,2
443,Alex Collins,SEA,26,RB,3,1,2,1,50.0%,4,4.0,0,0,50.0,4,2.0,0.3,1.3,0
444,Jason Croom,PHI,26,TE,4,0,1,1,100.0%,3,3.0,1,1,100.0,3,3.0,0.3,0.8,0
445,Andy Dalton,DAL,33,QB,11,9,1,1,100.0%,-3,-3.0,0,0,0.0,-3,-3.0,0.1,-0.3,2
446,Josiah Deguara,GNB,23,TE,2,1,2,1,50.0%,12,12.0,0,1,50.0,12,6.0,0.5,6.0,0
447,Gehrig Dieter,KAN,27,WR,4,0,2,1,50.0%,10,10.0,0,1,50.0,10,5.0,0.3,2.5,0
448,Brandon Dillon,MIN,23,TE,3,0,1,1,100.0%,6,6.0,0,0,0.0,6,6.0,0.3,2.0,0
449,Ben Ellefson,JAX,24,TE,7,4,4,1,25.0%,10,10.0,0,1,25.0,10,2.5,0.1,1.4,0
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
450,Eric Fisher*,KAN,29,LT,15,15,1,1,100.0%,2,2.0,1,1,100.0,2,2.0,0.1,0.1,0
451,Ryan Fitzpatrick,MIA,38,QB,9,7,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,2
452,D'Onta Foreman,TEN,24,RB,6,0,1,1,100.0%,5,5.0,1,1,100.0,5,5.0,0.2,0.8,0
453,D.J. Foster,ARI,27,WR,10,0,1,1,100.0%,7,7.0,0,1,100.0,7,7.0,0.1,0.7,0
454,Antonio Gandy-Golden,WAS,22,WR,6,2,7,1,14.3%,3,3.0,0,0,0.0,3,0.4,0.2,0.5,0
455,Cullen Gillaspia,HOU,25,RB,7,0,1,1,100.0%,6,6.0,0,0,0.0,6,6.0,0.1,0.9,0
456,Penny Hart,SEA,24,WR,13,0,1,1,100.0%,3,3.0,0,0,0.0,3,3.0,0.1,0.2,0
457,Temarrick Hemingway,WAS,27,TE,8,0,2,1,50.0%,10,10.0,0,1,50.0,10,5.0,0.1,1.3,0
458,Dontrell Hilliard,2TM,25,RB,7,0,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,0.1,0.3,0
459,Cody Hollister,TEN,27,WR,2,0,1,1,100.0%,12,12.0,0,1,100.0,12,12.0,0.5,6.0,0
460,Jordan Howard,2TM,26,RB,7,4,1,1,100.0%,-3,-3.0,0,0,0.0,0,-3.0,0.1,-0.4,1
461,Buddy Howell,HOU,24,RB,14,0,2,1,50.0%,3,3.0,0,0,0.0,3,1.5,0.1,0.2,0
462,Jason Huntley,PHI,22,RB,5,0,2,1,50.0%,0,0.0,0,0,0.0,0,0.0,0.2,0.0,0
463,Jalen Hurts,PHI,22,QB,15,4,1,1,100.0%,3,3.0,0,0,0.0,3,3.0,0.1,0.2,9
464,Trenton Irwin,CIN,25,WR,1,0,2,1,50.0%,5,5.0,0,0,50.0,5,2.5,1.0,5.0,0
465,Blake Jarwin,DAL,26,TE,1,1,1,1,100.0%,12,12.0,0,1,100.0,12,12.0,1.0,12.0,0
466,Marcus Kemp,2TM,25,WR,11,0,1,1,100.0%,11,11.0,0,1,100.0,11,11.0,0.1,1.0,0
467,Adrian Killins,PHI,22,RB,1,0,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,1.0,2.0,0
468,Keith Kirkwood,CAR,26,WR,1,0,2,1,50.0%,13,13.0,0,0,0.0,13,6.5,1.0,13.0,0
469,Jake Kumerow,BUF,28,WR,6,0,1,1,100.0%,22,22.0,1,1,100.0,22,22.0,0.2,3.7,0
470,Kendall Lamm,CLE,28,T,15,1,1,1,100.0%,1,1.0,1,1,100.0,1,1.0,0.1,0.1,0
471,Tommylee Lewis,NOR,28,WR,5,0,3,1,33.3%,5,5.0,0,0,0.0,5,1.7,0.2,1.0,0
472,Bobby Massie,CHI,31,RT,8,8,1,1,100.0%,4,4.0,0,1,100.0,4,4.0,0.1,0.5,0
473,Baker Mayfield,CLE,25,QB,16,16,1,1,100.0%,6,6.0,0,1,100.0,6,6.0,0.1,0.4,8
474,Bruce Miller,JAX,33,FB,8,5,2,1,50.0%,2,2.0,0,1,50.0,2,1.0,0.1,0.3,0
475,Gardner Minshew II,JAX,24,QB,9,8,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,5
476,Donte Moncrief,NWE,27,WR,6,0,2,1,50.0%,15,15.0,0,1,50.0,15,7.5,0.2,2.5,0
477,Isaac Nauta,DET,23,TE,7,0,2,1,50.0%,3,3.0,0,0,0.0,3,1.5,0.1,0.4,0
478,Siran Neal,BUF,26,DB,16,0,1,1,100.0%,13,13.0,0,1,0.0,13,13.0,0.1,0.8,0
479,Scottie Phillips,HOU,23,RB,8,0,1,1,100.0%,7,7.0,0,0,100.0,7,7.0,0.1,0.9,0
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
480,Dak Prescott,DAL,27,QB,5,5,1,1,100.0%,11,11.0,1,1,100.0,11,11.0,0.2,2.2,3
481,James Proche,BAL,24,WR,14,0,3,1,33.3%,14,14.0,0,1,33.3,14,4.7,0.1,1.0,0
482,Craig Reynolds,JAX,24,RB,2,0,1,1,100.0%,3,3.0,0,0,0.0,3,3.0,0.5,1.5,0
483,Aaron Rodgers*+,GNB,37,QB,16,16,1,1,100.0%,-6,-6.0,0,0,0.0,-6,-6.0,0.1,-0.4,4
484,Jaleel Scott,NYJ,25,WR,1,1,1,1,100.0%,16,16.0,0,1,100.0,16,16.0,1.0,16.0,0
485,Anthony Sherman,KAN,32,RB,13,1,2,1,50.0%,5,5.0,1,1,50.0,5,2.5,0.1,0.4,0
486,Vyncint Smith,NYJ,24,WR,7,0,3,1,33.3%,13,13.0,0,1,33.3,13,4.3,0.1,1.9,0
487,Jeremy Sprinkle,WAS,26,TE,16,6,3,1,33.3%,6,6.0,0,0,33.3,6,2.0,0.1,0.4,0
488,Ryan Tannehill,TEN,32,QB,16,16,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,6
489,J.J. Taylor,NWE,22,RB,6,0,2,1,50.0%,4,4.0,0,0,50.0,4,2.0,0.2,0.7,0
490,Jordan Thomas,2TM,24,TE,6,0,2,1,50.0%,3,3.0,1,1,50.0,3,1.5,0.2,0.5,0
491,Colin Thompson,CAR,27,TE,15,4,2,1,50.0%,7,7.0,1,1,50.0,7,3.5,0.1,0.5,0
492,Zeke Turner,ARI,24,DB,16,0,1,1,100.0%,26,26.0,0,1,0.0,26,26.0,0.1,1.6,0
493,Austin Walter,SFO,24,RB,4,0,1,1,100.0%,27,27.0,0,1,100.0,27,27.0,0.3,6.8,0
494,Jonathan Ward,ARI,23,RB,14,0,1,1,100.0%,11,11.0,1,1,100.0,11,11.0,0.1,0.8,0
495,Trevon Wesco,NYJ,25,TE,12,4,2,1,50.0%,5,5.0,0,0,50.0,5,2.5,0.1,0.4,0
496,Dede Westbrook,JAX,27,WR,2,0,1,1,100.0%,4,4.0,0,0,100.0,4,4.0,0.5,2.0,1
497,Antonio Williams,BUF,23,RB,1,0,1,1,100.0%,20,20.0,0,1,100.0,20,20.0,1.0,20.0,0
498,Luke Willson,2TM,30,TE,8,0,3,1,33.3%,12,12.0,0,0,0.0,12,4.0,0.1,1.5,0
499,T.J. Yeldon,BUF,27,RB,3,0,4,1,25.0%,22,22.0,1,1,25.0,22,5.5,0.3,7.3,1
500,Brandon Allen,CIN,28,QB,5,5,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,1
501,Antony Auclair,TAM,27,TE,8,2,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
502,Jeff Badet,WAS,26,WR,3,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
503,Kenjon Barner,TAM,31,RB,6,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
504,Aaron Brewer,TEN,23,C,12,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
505,Hakeem Butler,PHI,24,WR,2,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
506,Tyler Davis,JAX,23,TE,8,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
507,Seth Devalve,ARI,27,TE,4,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
508,Rico Gafford,LVR,24,DB,3,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
509,Nick Gates,NYG,25,C,16,16,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
510,C.J. Goodwin,DAL,30,DB,16,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
511,Cyril Grayson,TAM,27,WR,3,0,3,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
512,Jerald Hawkins,PIT,27,T,13,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
513,J.P. Holtz,CHI,27,TE,16,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
514,Taiwan Jones,BUF,32,RB,13,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
515,Patrick Mahomes*,KAN,25,QB,15,15,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,5
516,Kevin Rader,PIT,25,TE,1,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
517,Joe Reed,LAC,22,WR,11,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
518,Mason Schreck,CIN,27,TE,14,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
519,Ricky Seals-Jones,KAN,25,WR,2,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
520,Tajae Sharpe,MIN,26,WR,4,0,3,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
521,Matthew Stafford,DET,32,QB,16,16,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,2
522,Taywan Taylor,CLE,25,WR,3,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
523,Noah Togiai,IND,23,TE,4,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
524,Eric Tomlinson,2TM,28,TE,7,2,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,
525,P.J. Walker,CAR,25,QB,4,1,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,1
