Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
212,Cedrick Wilson Jr.,MIA,28,WR,7,0,15,9,60.0%,148,16.4,2,7,53.3,31,9.9,1.3,21.1,0
213,Dyami Brown,WAS,24,WR,9,1,15,8,53.3%,120,15.0,0,5,53.3,35,8.0,0.9,13.3,0
214,Treylon Burks,TEN,23,WR,5,5,18,8,44.4%,122,15.3,0,3,33.3,70,6.8,1.6,24.4,0
215,James Conner,ARI,28,RB,5,5,10,8,80.0%,30,3.8,0,2,20.0,11,3.0,1.6,6.0,0
216,Derius Davis,LAC,23,WR,8,0,9,8,88.9%,38,4.8,0,0,22.2,11,4.2,1.0,4.8,2
217,Josiah Deguara,GNB,26,TE,8,3,8,8,100.0%,65,8.1,0,3,75.0,19,8.1,1.0,8.1,0
218,Pat Freiermuth,PIT,25,TE,4,4,13,8,61.5%,53,6.6,2,4,38.5,14,4.1,2.0,13.3,0
219,Tanner Hudson,CIN,29,TE,3,1,11,8,72.7%,93,11.6,0,5,72.7,26,8.5,2.7,31.0,0
220,Brandon Johnson,DEN,25,WR,7,2,13,8,61.5%,122,15.3,3,5,53.8,50,9.4,1.1,17.4,0
221,Zay Jones,JAX,28,WR,3,2,18,8,44.4%,78,9.8,2,5,44.4,18,4.3,2.7,26.0,0
222,Isaiah Likely,BAL,23,TE,9,5,9,8,88.9%,84,10.5,0,5,77.8,20,9.3,0.9,9.3,0
223,Ray-Ray McCloud,SFO,27,WR,8,1,10,8,80.0%,90,11.3,0,4,60.0,41,9.0,1.0,11.3,0
224,Donovan Peoples-Jones,CLE,24,WR,7,5,18,8,44.4%,97,12.1,0,4,38.9,29,5.4,1.1,13.9,1
225,Kyle Philips,TEN,24,WR,4,0,11,8,72.7%,98,12.3,0,3,45.5,24,8.9,2.0,24.5,1
226,Tyler Scott,CHI,22,WR,9,0,17,8,47.1%,62,7.8,0,4,47.1,13,3.6,0.9,6.9,0
227,Tommy Tremble,CAR,23,TE,8,1,9,8,88.9%,57,7.1,2,5,77.8,21,6.3,1.0,7.1,0
228,Cole Turner,WAS,23,TE,8,1,12,8,66.7%,82,10.3,0,3,58.3,21,6.8,1.0,10.3,0
229,Daniel Bellinger,NYG,23,TE,9,7,8,7,87.5%,65,9.3,0,1,50.0,23,8.1,0.8,7.2,0
230,Pharaoh Brown,NWE,29,TE,9,4,7,7,100.0%,170,24.3,1,6,100.0,58,24.3,0.8,18.9,0
231,Rico Dowdle,DAL,25,RB,8,0,8,7,87.5%,57,8.1,1,2,62.5,17,7.1,0.9,7.1,0
232,Darrynton Evans,CHI,25,RB,4,0,10,7,70.0%,49,7.0,0,2,40.0,17,4.9,1.8,12.3,0
233,D'Onta Foreman,CHI,27,RB,5,4,11,7,63.6%,43,6.1,1,4,36.4,17,3.9,1.4,8.6,1
234,Mecole Hardman,2TM,25,,8,0,11,7,63.6%,35,5.0,0,4,45.5,12,3.2,0.9,4.4,1
235,Isaiah McKenzie,IND,28,WR,9,0,10,7,70.0%,51,7.3,0,3,40.0,12,5.1,0.8,5.7,2
236,John Metchie,HOU,23,WR,7,0,8,7,87.5%,86,12.3,0,5,75.0,22,10.8,1.0,12.3,0
237,Byron Pringle,WAS,30,WR,9,0,11,7,63.6%,100,14.3,0,5,54.5,26,9.1,0.8,11.1,0
238,Laviska Shenault Jr.,CAR,25,WR,6,0,7,7,100.0%,43,6.1,0,2,28.6,14,6.1,1.2,7.2,1
239,Trent Sherfield,BUF,27,WR,9,0,10,7,70.0%,53,7.6,0,1,50.0,9,5.3,0.8,5.9,0
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
240,Robert Tonyan,CHI,29,TE,9,4,9,7,77.8%,58,8.3,0,3,55.6,11,6.4,0.8,6.4,0
241,KaVontae Turpin,DAL,27,WR,8,0,9,7,77.8%,69,9.9,2,6,77.8,26,7.7,0.9,8.6,1
242,C.J. Uzomah,NYJ,30,TE,8,6,11,7,63.6%,52,7.4,1,5,54.5,19,4.7,0.9,6.5,0
243,Brock Wright,DET,25,TE,8,3,7,7,100.0%,45,6.4,0,1,85.7,9,6.4,0.9,5.6,0
244,River Cracraft,MIA,29,WR,3,1,8,6,75.0%,87,14.5,1,6,75.0,24,10.9,2.0,29.0,0
245,Will Dissly,SEA,27,TE,7,7,7,6,85.7%,56,9.3,0,3,71.4,16,8.0,0.9,8.0,0
246,Gus Edwards,BAL,28,RB,9,4,7,6,85.7%,107,17.8,0,2,71.4,80,15.3,0.7,11.9,1
247,Clyde Edwards-Helaire,KAN,24,RB,8,1,7,6,85.7%,36,6.0,0,2,42.9,10,5.1,0.8,4.5,0
248,Darrell Henderson,LAR,26,RB,3,3,7,6,85.7%,75,12.5,0,2,42.9,32,10.7,2.0,25.0,0
249,Kareem Hunt,CLE,28,RB,6,2,9,6,66.7%,58,9.7,0,3,55.6,13,6.4,1.0,9.7,0
250,Tony Jones,2TM,26,,5,1,9,6,66.7%,26,4.3,0,1,22.2,10,2.9,1.2,5.2,0
251,Kyle Juszczyk,SFO,32,FB,8,7,6,6,100.0%,39,6.5,1,3,100.0,9,6.5,0.8,4.9,0
252,Scott Miller,ATL,26,WR,9,0,7,6,85.7%,74,12.3,1,2,42.9,46,10.6,0.7,8.2,0
253,David Montgomery,DET,26,RB,5,5,10,6,60.0%,66,11.0,0,4,60.0,19,6.6,1.2,13.2,2
254,Chris Moore,TEN,30,WR,8,2,11,6,54.5%,169,28.2,0,5,45.5,49,15.4,0.8,21.1,1
255,Drew Sample,CIN,27,TE,8,2,8,6,75.0%,40,6.7,1,1,12.5,22,5.0,0.8,5.0,0
256,Tre Tucker,LVR,22,WR,8,0,10,6,60.0%,125,20.8,0,3,30.0,50,12.5,0.8,15.6,0
257,Zamir White,LVR,24,RB,9,0,6,6,100.0%,38,6.3,0,2,50.0,15,6.3,0.7,4.2,1
258,Jameson Williams,DET,22,WR,4,2,15,6,40.0%,71,11.8,1,2,20.0,45,4.7,1.5,17.8,0
259,Jeff Wilson,MIA,28,RB,3,0,7,6,85.7%,50,8.3,0,1,42.9,12,7.1,2.0,16.7,0
260,Olamide Zaccheaus,PHI,26,WR,9,1,12,6,50.0%,87,14.5,1,4,50.0,34,7.3,0.7,9.7,0
261,Jordan Akins,CLE,31,TE,8,2,10,5,50.0%,37,7.4,0,2,40.0,12,3.7,0.6,4.6,0
262,Mo Alie-Cox,IND,30,TE,9,3,8,5,62.5%,72,14.4,1,4,50.0,35,9.0,0.6,8.0,0
263,Gary Brightwell,NYG,24,RB,7,0,7,5,71.4%,47,9.4,0,2,42.9,18,6.7,0.7,6.7,0
264,Ty Chandler,MIN,25,RB,9,0,6,5,83.3%,43,8.6,0,2,50.0,18,7.2,0.6,4.8,0
265,Chase Claypool,2TM,25,,6,2,16,5,31.3%,66,13.2,1,4,25.0,20,4.1,0.8,11.0,0
266,Luke Farrell,JAX,26,TE,8,4,5,5,100.0%,35,7.0,0,2,80.0,16,7.0,0.6,4.4,0
267,Alec Ingold,MIA,27,FB,9,8,6,5,83.3%,63,12.6,0,3,66.7,23,10.5,0.6,7.0,0
268,Deon Jackson,3TM,24,,4,1,6,5,83.3%,14,2.8,0,0,33.3,8,2.3,1.3,3.5,2
269,Marvin Jones,DET,33,WR,6,4,10,5,50.0%,35,7.0,0,2,30.0,16,3.5,0.8,5.8,1
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
270,Tim Jones,JAX,25,WR,8,1,7,5,71.4%,27,5.4,0,1,28.6,13,3.9,0.6,3.4,0
271,Brevin Jordan,HOU,23,TE,6,0,5,5,100.0%,51,10.2,1,4,100.0,16,10.2,0.8,8.5,0
272,Craig Reynolds,DET,27,RB,8,0,5,5,100.0%,47,9.4,0,2,60.0,28,9.4,0.6,5.9,1
273,Jeremy Ruckert,NYJ,23,TE,8,3,6,5,83.3%,43,8.6,0,2,33.3,23,7.2,0.6,5.4,0
274,Stephen Sullivan,CAR,27,TE,3,0,6,5,83.3%,41,8.2,0,1,66.7,13,6.8,1.7,13.7,0
275,Patrick Taylor,GNB,25,RB,4,0,10,5,50.0%,28,5.6,0,3,30.0,12,2.8,1.3,7.0,0
276,Samori Toure,GNB,25,WR,7,0,11,5,45.5%,62,12.4,0,3,27.3,35,5.6,0.7,8.9,0
277,Deuce Vaughn,DAL,22,RB,5,0,5,5,100.0%,19,3.8,0,1,20.0,11,3.8,1.0,3.8,0
278,Jamaal Williams,NOR,28,RB,5,2,6,5,83.3%,21,4.2,0,0,33.3,8,3.5,1.0,4.2,1
279,Nate Adkins,DEN,24,TE,6,0,5,4,80.0%,22,5.5,0,1,20.0,11,4.4,0.7,3.7,0
280,David Bell,CLE,23,WR,7,0,7,4,57.1%,33,8.3,0,3,57.1,14,4.7,0.6,4.7,0
281,Raheem Blackshear,CAR,24,RB,4,0,4,4,100.0%,35,8.8,0,1,100.0,19,8.8,1.0,8.8,0
282,Mike Boone,HOU,28,RB,7,0,5,4,80.0%,29,7.3,0,2,60.0,12,5.8,0.6,4.1,1
283,Nick Chubb,CLE,28,RB,2,2,4,4,100.0%,21,5.3,0,1,50.0,10,5.3,2.0,10.5,0
284,DeeJay Dallas,SEA,25,RB,8,0,5,4,80.0%,11,2.8,0,1,20.0,14,2.2,0.5,1.4,1
285,Devin Duvernay,BAL,26,WR,9,1,9,4,44.4%,18,4.5,0,0,11.1,10,2.0,0.4,2.0,0
286,C.J. Ham,MIN,30,FB,9,3,5,4,80.0%,16,4.0,0,1,40.0,7,3.2,0.4,1.8,0
287,Lil'Jordan Humphrey,DEN,25,WR,8,4,5,4,80.0%,26,6.5,1,2,80.0,11,5.2,0.5,3.3,0
288,Keaontay Ingram,ARI,24,RB,7,1,4,4,100.0%,26,6.5,0,1,50.0,9,6.5,0.6,3.7,0
289,Andrei Iosivas,CIN,24,WR,8,0,5,4,80.0%,23,5.8,2,2,80.0,9,4.6,0.5,2.9,0
290,Ty Montgomery,NWE,30,WR,9,0,9,4,44.4%,23,5.8,0,2,33.3,11,2.6,0.4,2.6,0
291,Zach Pascal,ARI,29,WR,8,1,10,4,40.0%,19,4.8,0,1,30.0,9,1.9,0.5,2.4,0
292,MyCole Pruitt,ATL,31,TE,9,6,7,4,57.1%,44,11.0,0,2,42.9,22,6.3,0.4,4.9,0
293,Patrick Ricard,BAL,29,FB,9,4,4,4,100.0%,48,12.0,0,2,50.0,28,12.0,0.4,5.3,0
294,Ronnie Rivers,LAR,24,RB,6,0,4,4,100.0%,18,4.5,0,0,25.0,10,4.5,0.7,3.0,0
295,Sterling Shepard,NYG,30,WR,8,1,6,4,66.7%,26,6.5,0,2,33.3,13,4.3,0.5,3.3,1
296,Brenton Strange,JAX,23,TE,8,1,6,4,66.7%,34,8.5,1,2,33.3,17,5.7,0.5,4.3,0
297,Quez Watkins,PHI,25,WR,3,2,5,4,80.0%,21,5.3,0,1,60.0,9,4.2,1.3,7.0,0
298,Josh Whyle,TEN,24,TE,7,1,5,4,80.0%,44,11.0,1,4,80.0,24,8.8,0.6,6.3,0
299,Trayveon Williams,CIN,26,RB,8,0,6,4,66.7%,7,1.8,0,0,16.7,5,1.2,0.5,0.9,0
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
300,Andrew Beck,HOU,27,FB,8,7,4,3,75.0%,13,4.3,0,1,50.0,8,3.3,0.4,1.6,1
301,Blake Bell,KAN,32,TE,9,0,5,3,60.0%,19,6.3,1,1,60.0,8,3.8,0.3,2.1,1
302,Ronnie Bell,SFO,23,WR,8,0,4,3,75.0%,31,10.3,1,2,75.0,15,7.8,0.4,3.9,0
303,Chase Brown,CIN,23,RB,5,0,3,3,100.0%,7,2.3,0,0,33.3,8,2.3,0.6,1.4,0
304,Harrison Bryant,CLE,25,TE,8,4,8,3,37.5%,7,2.3,1,1,12.5,3,0.9,0.4,0.9,0
305,DeAndre Carter,LVR,30,WR,9,1,6,3,50.0%,36,12.0,0,0,33.3,16,6.0,0.3,4.0,1
306,Randall Cobb,NYJ,33,WR,6,1,12,3,25.0%,20,6.7,0,2,16.7,12,1.7,0.5,3.3,0
307,Greg Dulcich,DEN,23,TE,2,1,4,3,75.0%,25,8.3,0,2,50.0,13,6.3,1.5,12.5,0
308,Chase Edmonds,TAM,27,RB,4,0,4,3,75.0%,15,5.0,0,0,50.0,9,3.8,0.8,3.8,0
309,Xavier Gipson,NYJ,22,WR,8,0,4,3,75.0%,36,12.0,0,2,50.0,19,9.0,0.4,4.5,3
310,Marquise Goodwin,CLE,33,WR,8,0,11,3,27.3%,10,3.3,0,0,0.0,6,0.9,0.4,1.3,0
311,Melvin Gordon,BAL,30,RB,2,0,3,3,100.0%,46,15.3,0,3,100.0,23,15.3,1.5,23.0,0
312,Brycen Hopkins,LAR,26,TE,9,0,4,3,75.0%,31,10.3,0,1,50.0,21,7.8,0.3,3.4,0
313,Rakim Jarrett,TAM,22,WR,8,0,7,3,42.9%,19,6.3,0,0,28.6,9,2.7,0.4,2.4,0
314,D'Ernest Johnson,JAX,27,RB,8,0,3,3,100.0%,15,5.0,0,2,66.7,9,5.0,0.4,1.9,0
315,Velus Jones Jr.,CHI,26,WR,8,0,5,3,60.0%,9,3.0,0,0,40.0,5,1.8,0.4,1.1,0
316,Joshua Kelley,LAC,26,RB,8,3,6,3,50.0%,11,3.7,0,0,33.3,5,1.8,0.4,1.4,0
317,Will Mallory,IND,24,TE,4,0,6,3,50.0%,55,18.3,0,2,33.3,43,9.2,0.8,13.8,0
318,Elijah Mitchell,SFO,25,RB,5,0,5,3,60.0%,2,0.7,0,0,20.0,9,0.4,0.6,0.4,0
319,Johnny Mundt,MIN,29,TE,9,0,3,3,100.0%,37,12.3,0,2,100.0,18,12.3,0.3,4.1,0
320,Cordarrelle Patterson,ATL,32,RB,6,0,3,3,100.0%,16,5.3,0,1,66.7,7,5.3,0.5,2.7,0
321,Justyn Ross,KAN,24,WR,7,0,6,3,50.0%,34,11.3,0,1,50.0,20,5.7,0.4,4.9,0
322,Luke Schoonmaker,DAL,25,TE,8,0,8,3,37.5%,14,4.7,1,2,25.0,13,1.8,0.4,1.8,0
323,Boston Scott,PHI,28,RB,7,0,3,3,100.0%,25,8.3,0,1,33.3,14,8.3,0.4,3.6,0
324,Ben Skowronek,LAR,26,WR,9,0,6,3,50.0%,33,11.0,1,2,33.3,20,5.5,0.3,3.7,0
325,Isaiah Spiller,LAC,22,RB,5,0,3,3,100.0%,20,6.7,0,1,100.0,10,6.7,0.6,4.0,0
326,Geoff Swaim,ARI,30,TE,9,3,4,3,75.0%,30,10.0,0,2,75.0,11,7.5,0.3,3.3,0
327,Tyquan Thornton,NWE,23,WR,3,1,7,3,42.9%,15,5.0,0,0,0.0,7,2.1,1.0,5.0,0
328,Mitchell Wilcox,CIN,27,TE,8,0,4,3,75.0%,17,5.7,0,0,50.0,7,4.3,0.4,2.1,0
329,Emanuel Wilson,GNB,24,RB,5,0,3,3,100.0%,14,4.7,0,0,100.0,6,4.7,0.6,2.8,1
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
330,Khari Blasingame,CHI,27,FB,9,1,4,2,50.0%,5,2.5,0,0,25.0,4,1.3,0.2,0.6,0
331,Miles Boykin,PIT,27,WR,8,0,3,2,66.7%,11,5.5,0,0,33.3,6,3.7,0.3,1.4,0
332,Lawrence Cager,NYG,26,TE,6,0,2,2,100.0%,17,8.5,0,1,100.0,9,8.5,0.3,2.8,0
333,J.K. Dobbins,BAL,25,RB,1,1,3,2,66.7%,15,7.5,0,0,66.7,10,5.0,2.0,15.0,0
334,Elijah Dotson,LAC,24,RB,4,0,2,2,100.0%,13,6.5,0,0,100.0,7,6.5,0.5,3.3,0
335,Kenyan Drake,BAL,29,RB,2,0,3,2,66.7%,31,15.5,0,0,66.7,24,10.3,1.0,15.5,1
336,Damien Harris,BUF,26,RB,6,0,2,2,100.0%,16,8.0,0,0,0.0,13,8.0,0.3,2.7,0
337,Trishton Jackson,MIN,25,WR,5,0,4,2,50.0%,9,4.5,0,0,0.0,7,2.3,0.4,1.8,0
338,Julio Jones,PHI,34,WR,3,1,3,2,66.7%,11,5.5,1,1,33.3,8,3.7,0.7,3.7,0
339,Tucker Kraft,GNB,23,TE,8,0,2,2,100.0%,5,2.5,0,0,50.0,6,2.5,0.3,0.6,0
340,Marcedes Lewis,CHI,39,TE,9,2,2,2,100.0%,24,12.0,0,1,100.0,16,12.0,0.2,2.7,0
341,Hunter Luepke,DAL,23,RB,8,0,3,2,66.7%,10,5.0,0,1,33.3,12,3.3,0.3,1.3,0
342,Anthony McFarland Jr.,PIT,24,RB,2,0,2,2,100.0%,11,5.5,0,1,100.0,6,5.5,1.0,5.5,0
343,Keaton Mitchell,BAL,21,RB,3,0,2,2,100.0%,5,2.5,0,0,50.0,9,2.5,0.7,1.7,0
344,Teagan Quitoriano,HOU,23,TE,7,5,3,2,66.7%,33,16.5,0,2,66.7,22,11.0,0.3,4.7,0
345,Jalen Reagor,NWE,24,WR,4,1,9,2,22.2%,22,11.0,0,2,22.2,11,2.4,0.5,5.5,0
346,Ben Sims,GNB,23,TE,8,0,2,2,100.0%,14,7.0,0,2,100.0,12,7.0,0.3,1.8,0
347,Stone Smartt,LAC,25,TE,8,2,4,2,50.0%,29,14.5,0,1,50.0,24,7.3,0.3,3.6,0
348,Keith Smith,ATL,31,FB,8,4,2,2,100.0%,27,13.5,0,1,50.0,28,13.5,0.3,3.4,0
349,Jack Stoll,PHI,25,TE,9,5,3,2,66.7%,10,5.0,0,0,66.7,6,3.3,0.2,1.1,0
350,Pierre Strong,CLE,25,RB,8,0,3,2,66.7%,34,17.0,0,1,33.3,41,11.3,0.3,4.3,0
351,Ian Thomas,CAR,27,TE,5,2,4,2,50.0%,36,18.0,0,1,25.0,28,9.0,0.4,7.2,0
352,Cedric Tillman,CLE,23,WR,5,0,4,2,50.0%,8,4.0,0,1,25.0,5,2.0,0.4,1.6,0
353,Sean Tucker,TAM,22,RB,6,0,2,2,100.0%,9,4.5,0,0,50.0,6,4.5,0.3,1.5,0
354,Ke'Shawn Vaughn,TAM,26,RB,6,0,5,2,40.0%,2,1.0,0,0,0.0,3,0.4,0.3,0.3,0
355,Darnell Washington,PIT,22,TE,8,4,4,2,50.0%,17,8.5,0,2,50.0,10,4.3,0.3,2.1,0
356,David Wells,TAM,28,TE,4,0,2,2,100.0%,-10,-5.0,0,1,50.0,1,-5.0,0.5,-2.5,1
357,Damien Williams,ARI,31,RB,3,0,2,2,100.0%,12,6.0,0,0,50.0,8,6.0,0.7,4.0,0
358,Alex Armah,WAS,29,RB,3,0,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.3,0.0,0
359,Nick Bawden,NYJ,27,FB,8,1,1,1,100.0%,7,7.0,0,0,100.0,7,7.0,0.1,0.9,0
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
360,Tank Bigsby,JAX,22,RB,8,0,3,1,33.3%,6,6.0,0,0,33.3,6,2.0,0.1,0.8,2
361,Ben Bredeson,NYG,25,G,8,8,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,0
362,Michael Burton,DEN,31,FB,8,1,1,1,100.0%,3,3.0,0,1,100.0,3,3.0,0.1,0.4,0
363,Robbie Chosen,MIA,30,WR,4,0,2,1,50.0%,68,68.0,1,1,50.0,68,34.0,0.3,17.0,0
364,Greg Dortch,ARI,25,WR,8,1,2,1,50.0%,2,2.0,0,0,0.0,2,1.0,0.1,0.3,0
365,Payne Durham,TAM,23,TE,4,0,3,1,33.3%,8,8.0,0,1,33.3,8,2.7,0.3,2.0,0
366,Ross Dwelley,SFO,28,TE,8,0,2,1,50.0%,12,12.0,0,1,50.0,12,6.0,0.1,1.5,0
367,Chris Evans,CIN,26,RB,6,0,1,1,100.0%,-1,-1.0,0,0,0.0,-1,-1.0,0.2,-0.2,0
368,Simi Fehoko,LAC,26,WR,4,0,2,1,50.0%,9,9.0,1,1,50.0,9,4.5,0.3,2.3,0
369,Jake Funk,IND,25,RB,4,0,1,1,100.0%,12,12.0,0,1,100.0,12,12.0,0.3,3.0,0
370,Reggie Gilliam,BUF,26,FB,9,0,1,1,100.0%,3,3.0,0,0,0.0,3,3.0,0.1,0.3,0
371,Jimmy Graham,NOR,37,TE,7,1,2,1,50.0%,8,8.0,1,1,50.0,8,4.0,0.1,1.1,0
372,Eric Gray,NYG,24,RB,7,0,1,1,100.0%,1,1.0,0,0,0.0,1,1.0,0.1,0.1,3
373,Antoine Green,DET,24,WR,7,0,2,1,50.0%,2,2.0,0,0,0.0,2,1.0,0.1,0.3,0
374,Peyton Hendershot,DAL,24,TE,3,0,2,1,50.0%,3,3.0,0,0,0.0,3,1.5,0.3,1.0,0
375,Justin Herbert,LAC,25,QB,8,8,1,1,100.0%,10,10.0,0,1,100.0,10,10.0,0.1,1.3,2
376,Elijah Higgins,ARI,23,TE,3,0,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.3,0.0,0
377,Julian Hill,MIA,23,TE,7,0,3,1,33.3%,4,4.0,0,0,33.3,4,1.3,0.1,0.6,0
378,Jesper Horsted,LVR,26,TE,9,0,1,1,100.0%,4,4.0,0,0,100.0,4,4.0,0.1,0.4,0
379,Evan Hull,IND,23,RB,1,0,1,1,100.0%,6,6.0,0,0,100.0,6,6.0,1.0,6.0,0
380,Xavier Hutchinson,HOU,23,WR,8,0,2,1,50.0%,9,9.0,0,1,50.0,9,4.5,0.1,1.1,0
381,Richie James,KAN,28,WR,2,0,3,1,33.3%,6,6.0,0,0,33.3,6,2.0,0.5,3.0,1
382,Jakob Johnson,LVR,29,FB,8,3,2,1,50.0%,12,12.0,0,0,50.0,12,6.0,0.1,1.5,0
383,Charlie Jones,CIN,25,WR,3,0,2,1,50.0%,6,6.0,0,1,50.0,6,3.0,0.3,2.0,0
384,Keith Kirkwood,NOR,29,WR,7,2,4,1,25.0%,1,1.0,0,0,0.0,1,0.3,0.1,0.1,0
385,Zonovan Knight,DET,22,RB,2,0,1,1,100.0%,8,8.0,0,0,100.0,8,8.0,0.5,4.0,0
386,Kwamie Lassiter II,CIN,25,WR,1,0,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,1.0,2.0,0
387,Chris Manhertz,DEN,31,TE,8,2,3,1,33.3%,10,10.0,0,1,33.3,10,3.3,0.1,1.3,0
388,Jordan Mason,SFO,24,RB,8,0,2,1,50.0%,13,13.0,0,1,50.0,13,6.5,0.1,1.6,0
389,Quintin Morris,BUF,24,TE,7,0,1,1,100.0%,15,15.0,1,1,100.0,15,15.0,0.1,2.1,0
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
390,Gunner Olszewski,2TM,27,,4,0,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.3,0.0,3
391,Devine Ozigbo,DET,27,RB,3,0,1,1,100.0%,8,8.0,0,0,100.0,8,8.0,0.3,2.7,0
392,Rashaad Penny,PHI,27,RB,2,0,1,1,100.0%,5,5.0,0,0,100.0,5,5.0,0.5,2.5,0
393,Adam Prentice,NOR,26,FB,5,1,2,1,50.0%,5,5.0,0,0,50.0,5,2.5,0.2,1.0,1
394,Giovanni Ricci,CAR,27,TE,5,0,1,1,100.0%,2,2.0,0,0,0.0,2,2.0,0.2,0.4,0
395,Desmond Ridder,ATL,24,QB,8,8,1,1,100.0%,-6,-6.0,0,0,0.0,-6,-6.0,0.1,-0.8,7
396,Demarcus Robinson,LAR,29,WR,8,0,1,1,100.0%,15,15.0,0,1,100.0,15,15.0,0.1,1.9,0
397,Trey Sermon,IND,24,RB,7,0,3,1,33.3%,4,4.0,0,0,0.0,4,1.3,0.1,0.6,0
398,Donovan Smith,KAN,30,T,9,9,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,0
399,Geno Smith,SEA,33,QB,8,8,1,1,100.0%,-2,-2.0,0,0,0.0,-2,-2.0,0.1,-0.3,3
400,Willie Snead,SFO,31,WR,2,0,1,1,100.0%,9,9.0,0,0,100.0,9,9.0,0.5,4.5,0
401,Equanimeous St. Brown,CHI,27,WR,2,0,2,1,50.0%,21,21.0,0,1,50.0,21,10.5,0.5,10.5,0
402,C.J. Stroud,HOU,22,QB,8,8,1,1,100.0%,0,0.0,0,0,0.0,0,0.0,0.1,0.0,4
403,Malik Taylor,NYJ,28,WR,2,0,2,1,50.0%,7,7.0,0,0,50.0,7,3.5,0.5,3.5,0
404,Cody Thompson,SEA,27,WR,6,0,1,1,100.0%,10,10.0,0,0,0.0,10,10.0,0.2,1.7,0
405,Austin Trammell,LAR,25,WR,8,0,1,1,100.0%,6,6.0,0,0,0.0,6,6.0,0.1,0.8,1
406,Trevon Wesco,TEN,28,TE,8,6,2,1,50.0%,21,21.0,0,1,50.0,21,10.5,0.1,2.6,0
407,Kayshon Boutte,NWE,21,WR,1,0,4,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
408,Lynn Bowden Jr.,NOR,26,WR,7,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
409,Damiere Byrd,ATL,30,WR,1,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
410,Phillip Dorsett,DEN,30,WR,1,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
411,Colton Dowell,TEN,24,WR,3,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
412,Erik Ezukanma,MIA,23,WR,2,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
413,Royce Freeman,LAR,27,RB,6,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
414,Jalen Guyton,LAC,26,WR,1,1,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
415,Jamycal Hasty,JAX,27,RB,3,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
416,Malik Heath,GNB,23,WR,4,1,5,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
417,Travis Homer,CHI,25,RB,8,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
418,Ko Kieft,TAM,25,TE,8,5,3,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
419,Charlie Kolar,BAL,24,TE,7,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb
420,Sean McKeon,DAL,26,TE,5,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
421,La'Mical Perine,KAN,25,RB,1,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
422,Amari Rodgers,IND,24,WR,3,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
423,Trent Taylor,CHI,29,WR,9,0,1,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
424,Rodney Williams,PIT,25,TE,4,0,2,0,0.0%,0,,0,0,0.0,0,0.0,0.0,0.0,0
